eventId,eventType,arriveTime,holdTime,endTime,src,dst,consumeKey,isShortPath
0	ARRIVE	0.1	4.26	4.36	1	20	21	true	
1	ARRIVE	0.44	49.57	50.01	0	22	28	true	
2	ARRIVE	0.58	18.33	18.91	0	14	23	true	
3	ARRIVE	0.82	4.77	5.59	22	23	27	true	
4	ARRIVE	0.89	58.11	59.0	9	10	21	true	
5	ARRIVE	1.27	5.97	7.24	9	20	20	true	
6	ARRIVE	1.37	3.52	4.89	13	23	21	true	
7	ARRIVE	1.38	116.08	117.46	17	0	27	true	
8	ARRIVE	1.78	40.79	42.57	20	14	26	true	
9	ARRIVE	2.04	4.01	6.05	9	12	27	true	
10	ARRIVE	2.68	11.31	13.99	3	15	28	true	
11	ARRIVE	2.74	33.64	36.38	15	14	25	true	
12	ARRIVE	2.82	55.67	58.49	10	20	25	true	
13	ARRIVE	2.91	18.51	21.42	14	1	27	true	
14	ARRIVE	3.1	95.6	98.7	13	8	27	true	
15	ARRIVE	3.13	9.06	12.19	21	1	26	true	
16	ARRIVE	3.43	14.7	18.13	21	5	26	true	
17	ARRIVE	3.66	68.91	72.57	0	22	25	true	
18	ARRIVE	3.81	14.72	18.53	0	5	27	true	
19	ARRIVE	3.87	7.45	11.32	20	3	24	true	
20	ARRIVE	3.99	34.48	38.47	9	5	25	true	
21	ARRIVE	4.07	196.42	200.49	18	7	22	true	
22	ARRIVE	4.15	112.62	116.77	21	2	28	true	
0	DEPART	4.36	0.0	4.36	1	20	21	true	
23	ARRIVE	4.42	4.6	9.02	9	4	29	true	
24	ARRIVE	4.69	4.78	9.47	8	20	30	true	
25	ARRIVE	4.77	17.5	22.27	18	1	25	true	
26	ARRIVE	4.89	38.96	43.85	13	0	26	true	
6	DEPART	4.89	0.0	4.89	13	23	21	true	
27	ARRIVE	4.96	29.82	34.78	9	1	22	true	
28	ARRIVE	4.98	54.53	59.51	1	2	24	true	
29	ARRIVE	5.19	35.25	40.44	13	1	30	true	
30	ARRIVE	5.49	64.51	70.0	4	3	28	true	
31	ARRIVE	5.55	48.78	54.33	3	21	20	true	
3	DEPART	5.59	0.0	5.59	22	23	27	true	
32	ARRIVE	5.99	2.64	8.63	12	23	25	true	
9	DEPART	6.05	0.0	6.05	9	12	27	true	
33	ARRIVE	6.16	28.92	35.08	8	21	30	true	
34	ARRIVE	6.2	5.22	11.42	10	4	27	true	
35	ARRIVE	6.3	67.16	73.46	14	11	23	true	
36	ARRIVE	6.53	34.47	41.0	11	0	30	true	
37	ARRIVE	6.77	3.29	10.06	9	22	23	true	
38	ARRIVE	6.8	4.89	11.69	2	13	26	true	
39	ARRIVE	7.11	5.41	12.52	5	13	26	true	
5	DEPART	7.24	0.0	7.24	9	20	20	true	
40	ARRIVE	7.48	16.71	24.19	15	4	30	true	
41	ARRIVE	8.01	16.55	24.56	11	2	24	true	
42	ARRIVE	8.08	7.58	15.66	1	9	24	true	
43	ARRIVE	8.09	0.58	8.67	18	22	25	true	
44	ARRIVE	8.15	54.52	62.67	3	21	23	true	
45	ARRIVE	8.29	2.95	11.24	14	10	22	true	
46	ARRIVE	8.41	34.06	42.47	7	2	24	true	
32	DEPART	8.63	0.0	8.63	12	23	25	true	
47	ARRIVE	8.65	7.83	16.48	3	18	29	true	
43	DEPART	8.67	0.0	8.67	18	22	25	true	
48	ARRIVE	8.75	5.45	14.2	7	23	28	true	
49	ARRIVE	8.78	33.11	41.89	22	20	22	true	
50	ARRIVE	9.01	7.37	16.38	5	14	23	true	
23	DEPART	9.02	0.0	9.02	9	4	29	true	
51	ARRIVE	9.33	50.05	59.38	0	11	29	true	
24	DEPART	9.47	0.0	9.47	8	20	30	true	
37	DEPART	10.06	0.0	10.06	9	22	23	true	
45	DEPART	11.24	0.0	11.24	14	10	22	true	
19	DEPART	11.32	0.0	11.32	20	3	24	true	
52	ARRIVE	11.32	2.79	14.11	11	13	24	true	
34	DEPART	11.42	0.0	11.42	10	4	27	true	
53	ARRIVE	11.51	4.94	16.45	12	0	25	true	
38	DEPART	11.69	0.0	11.69	2	13	26	true	
54	ARRIVE	11.71	2.73	14.44	2	21	21	true	
55	ARRIVE	11.81	39.19	51.0	12	4	28	true	
56	ARRIVE	11.91	22.56	34.47	1	4	20	true	
57	ARRIVE	11.94	44.03	55.97	3	0	30	true	
15	DEPART	12.19	0.0	12.19	21	1	26	true	
58	ARRIVE	12.29	42.53	54.82	13	4	29	true	
59	ARRIVE	12.46	4.63	17.09	3	2	21	true	
39	DEPART	12.52	0.0	12.52	5	13	26	true	
60	ARRIVE	12.82	10.56	23.38	15	21	26	true	
61	ARRIVE	12.83	9.45	22.28	9	22	30	true	
62	ARRIVE	12.98	13.82	26.8	18	20	30	true	
63	ARRIVE	13.22	13.77	26.99	3	17	30	true	
64	ARRIVE	13.48	109.31	122.79	13	8	25	true	
65	ARRIVE	13.59	27.28	40.87	13	0	26	true	
66	ARRIVE	13.74	46.83	60.57	9	3	22	true	
67	ARRIVE	13.85	14.29	28.14	10	11	22	true	
68	ARRIVE	13.88	4.04	17.92	10	23	30	true	
10	DEPART	13.99	0.0	13.99	3	15	28	true	
69	ARRIVE	14.0	29.42	43.42	21	22	30	true	
70	ARRIVE	14.06	2.03	16.09	15	9	20	true	
71	ARRIVE	14.07	8.75	22.82	7	5	25	true	
52	DEPART	14.11	0.0	14.11	11	13	24	true	
48	DEPART	14.2	0.0	14.2	7	23	28	true	
54	DEPART	14.44	0.0	14.44	2	21	21	true	
72	ARRIVE	14.62	21.69	36.31	3	12	24	true	
73	ARRIVE	14.82	9.48	24.3	9	10	25	true	
74	ARRIVE	15.11	18.15	33.26	2	11	25	true	
75	ARRIVE	15.15	28.24	43.39	0	11	24	true	
76	ARRIVE	15.19	10.89	26.08	13	14	28	true	
77	ARRIVE	15.28	38.62	53.9	1	17	30	true	
78	ARRIVE	15.37	19.4	34.77	15	5	28	true	
79	ARRIVE	15.41	22.74	38.15	8	7	26	true	
80	ARRIVE	15.51	30.97	46.48	17	14	23	true	
42	DEPART	15.66	0.0	15.66	1	9	24	true	
81	ARRIVE	15.81	23.67	39.48	4	11	27	true	
82	ARRIVE	16.03	46.04	62.07	15	20	29	true	
70	DEPART	16.09	0.0	16.09	15	9	20	true	
83	ARRIVE	16.16	65.1	81.26	11	9	21	true	
50	DEPART	16.38	0.0	16.38	5	14	23	true	
84	ARRIVE	16.42	23.82	40.24	9	3	29	true	
53	DEPART	16.45	0.0	16.45	12	0	25	true	
47	DEPART	16.48	0.0	16.48	3	18	29	true	
85	ARRIVE	16.6	11.29	27.89	5	15	30	true	
86	ARRIVE	16.9	19.36	36.26	10	23	26	true	
87	ARRIVE	17.04	28.96	46.0	22	12	26	true	
59	DEPART	17.09	0.0	17.09	3	2	21	true	
88	ARRIVE	17.11	5.55	22.66	3	11	21	true	
89	ARRIVE	17.12	18.08	35.2	15	1	27	true	
90	ARRIVE	17.33	25.81	43.14	9	22	22	true	
91	ARRIVE	17.39	0.14	17.53	12	3	26	true	
92	ARRIVE	17.41	21.04	38.45	12	7	25	true	
93	ARRIVE	17.49	43.44	60.93	11	15	22	true	
94	ARRIVE	17.52	2.38	19.9	23	22	22	true	
91	DEPART	17.53	0.0	17.53	12	3	26	true	
95	ARRIVE	17.59	3.56	21.15	4	13	25	true	
96	ARRIVE	17.61	9.41	27.02	5	9	22	true	
97	ARRIVE	17.9	38.27	56.17	12	2	29	true	
68	DEPART	17.92	0.0	17.92	10	23	30	true	
98	ARRIVE	17.99	16.95	34.94	10	15	21	true	
16	DEPART	18.13	0.0	18.13	21	5	26	true	
99	ARRIVE	18.17	49.93	68.1	14	13	30	true	
100	ARRIVE	18.21	3.6	21.81	11	14	27	true	
101	ARRIVE	18.4	15.07	33.47	11	22	28	true	
18	DEPART	18.53	0.0	18.53	0	5	27	true	
102	ARRIVE	18.71	11.48	30.19	23	7	20	true	
103	ARRIVE	18.83	3.3	22.13	8	21	26	true	
2	DEPART	18.91	0.0	18.91	0	14	23	true	
104	ARRIVE	18.99	9.54	28.53	2	5	20	true	
105	ARRIVE	19.05	0.27	19.32	17	13	29	true	
105	DEPART	19.32	0.0	19.32	17	13	29	true	
106	ARRIVE	19.4	40.66	60.06	12	20	28	true	
107	ARRIVE	19.49	40.18	59.67	9	0	29	true	
108	ARRIVE	19.59	26.63	46.22	4	8	27	true	
109	ARRIVE	19.81	13.83	33.64	10	22	29	true	
94	DEPART	19.9	0.0	19.9	23	22	22	true	
110	ARRIVE	20.04	79.91	99.95	21	0	20	true	
111	ARRIVE	20.32	11.75	32.07	20	18	22	true	
112	ARRIVE	20.48	49.69	70.17	22	21	21	true	
113	ARRIVE	20.68	15.91	36.59	18	21	22	true	
114	ARRIVE	20.76	9.23	29.99	23	4	26	true	
115	ARRIVE	21.13	0.57	21.7	15	2	20	true	
95	DEPART	21.15	0.0	21.15	4	13	25	true	
116	ARRIVE	21.31	13.89	35.2	2	14	30	true	
117	ARRIVE	21.41	28.09	49.5	9	11	27	true	
13	DEPART	21.42	0.0	21.42	14	1	27	true	
118	ARRIVE	21.46	4.65	26.11	7	5	22	true	
119	ARRIVE	21.55	16.07	37.62	15	1	29	true	
120	ARRIVE	21.63	4.42	26.05	1	11	23	true	
115	DEPART	21.7	0.0	21.7	15	2	20	true	
121	ARRIVE	21.75	24.29	46.04	12	7	21	true	
122	ARRIVE	21.76	0.34	22.1	13	2	27	true	
100	DEPART	21.81	0.0	21.81	11	14	27	true	
123	ARRIVE	21.98	3.72	25.7	4	9	27	true	
122	DEPART	22.1	0.0	22.1	13	2	27	true	
103	DEPART	22.13	0.0	22.13	8	21	26	true	
124	ARRIVE	22.19	93.78	115.97	18	13	20	true	
125	ARRIVE	22.23	28.96	51.19	1	5	30	true	
25	DEPART	22.27	0.0	22.27	18	1	25	true	
61	DEPART	22.28	0.0	22.28	9	22	30	true	
126	ARRIVE	22.3	0.71	23.01	18	3	26	true	
88	DEPART	22.66	0.0	22.66	3	11	21	true	
71	DEPART	22.82	0.0	22.82	7	5	25	true	
127	ARRIVE	22.95	26.58	49.53	3	1	23	true	
128	ARRIVE	22.98	25.47	48.45	20	21	26	true	
126	DEPART	23.01	0.0	23.01	18	3	26	true	
129	ARRIVE	23.1	49.88	72.98	13	3	23	true	
130	ARRIVE	23.16	22.65	45.81	1	20	27	true	
131	ARRIVE	23.18	36.78	59.96	15	2	20	true	
60	DEPART	23.38	0.0	23.38	15	21	26	true	
132	ARRIVE	23.52	2.85	26.37	1	18	27	true	
133	ARRIVE	23.55	25.0	48.55	21	0	21	true	
40	DEPART	24.19	0.0	24.19	15	4	30	true	
73	DEPART	24.3	0.0	24.3	9	10	25	true	
134	ARRIVE	24.34	5.23	29.57	10	3	23	true	
135	ARRIVE	24.42	70.86	95.28	17	10	20	true	
41	DEPART	24.56	0.0	24.56	11	2	24	true	
136	ARRIVE	24.62	44.11	68.73	9	15	28	true	
137	ARRIVE	24.68	17.32	42.0	18	4	30	true	
138	ARRIVE	24.76	26.04	50.8	13	21	28	true	
139	ARRIVE	24.87	11.91	36.78	3	5	25	true	
140	ARRIVE	24.96	17.81	42.77	10	9	21	true	
141	ARRIVE	25.1	64.47	89.57	23	8	24	true	
142	ARRIVE	25.23	12.99	38.22	14	2	27	true	
143	ARRIVE	25.35	44.91	70.26	17	14	22	true	
144	ARRIVE	25.51	16.01	41.52	22	3	30	true	
123	DEPART	25.7	0.0	25.7	4	9	27	true	
145	ARRIVE	26.05	7.56	33.61	13	18	23	true	
120	DEPART	26.05	0.0	26.05	1	11	23	true	
76	DEPART	26.08	0.0	26.08	13	14	28	true	
118	DEPART	26.11	0.0	26.11	7	5	22	true	
146	ARRIVE	26.29	18.21	44.5	21	11	29	true	
132	DEPART	26.37	0.0	26.37	1	18	27	true	
147	ARRIVE	26.44	25.75	52.19	10	20	26	true	
148	ARRIVE	26.51	2.2	28.71	0	13	27	true	
149	ARRIVE	26.62	26.12	52.74	1	15	30	true	
62	DEPART	26.8	0.0	26.8	18	20	30	true	
150	ARRIVE	26.86	5.97	32.83	20	4	26	true	
151	ARRIVE	26.87	4.09	30.96	20	0	23	true	
152	ARRIVE	26.96	12.7	39.66	12	17	22	true	
63	DEPART	26.99	0.0	26.99	3	17	30	true	
96	DEPART	27.02	0.0	27.02	5	9	22	true	
153	ARRIVE	27.51	31.26	58.77	14	15	20	true	
154	ARRIVE	27.65	10.34	37.99	10	3	20	true	
155	ARRIVE	27.66	10.31	37.97	0	9	30	true	
156	ARRIVE	27.76	28.78	56.54	0	23	22	true	
157	ARRIVE	27.81	4.12	31.93	21	17	23	true	
158	ARRIVE	27.83	27.8	55.63	18	17	24	true	
