11,15,20
11,15,14,20
11,12,21,20
11,15,21,20
11,10,18,20
11,12,15,20
11,10,14,20
11,8,10,14,20
11,12,15,21,20
11,15,17,21,20
11,12,17,21,20
11,15,22,21,20
11,12,22,21,20
11,15,12,21,20
11,15,14,18,20
11,10,14,18,20
11,8,10,18,20
11,12,17,15,20
11,12,21,15,20
11,12,22,15,20
11,10,14,15,20
11,12,15,14,20
11,10,18,14,20
11,8,5,10,14,20
11,15,22,12,21,20
11,15,17,12,21,20
11,10,14,15,21,20
11,12,22,15,21,20
11,12,17,15,21,20
11,15,12,17,21,20
11,12,22,17,21,20
11,15,22,17,21,20
11,12,15,17,21,20
11,12,13,17,21,20
11,15,12,22,21,20
11,12,17,22,21,20
11,15,17,22,21,20
11,12,15,22,21,20
11,8,9,12,21,20
11,15,14,10,18,20
11,8,10,14,18,20
11,12,15,14,18,20
11,8,5,10,18,20
11,8,10,14,15,20
11,10,18,14,15,20
11,12,22,17,15,20
11,12,21,17,15,20
11,12,13,17,15,20
11,12,22,21,15,20
11,12,17,21,15,20
11,12,21,22,15,20
11,12,17,22,15,20
11,8,9,12,15,20
11,12,22,15,14,20
11,12,21,15,14,20
11,12,17,15,14,20
11,8,10,18,14,20
