eventId,eventType,arriveTime,holdTime,endTime,src,dst,consumeKey,isShortPath
0	ARRIVE	0.06	2.38	2.44	11	5	24	true	
1	ARRIVE	0.26	2.51	2.77	0	7	29	true	
2	ARRIVE	0.34	57.49	57.83	10	12	27	true	
3	ARRIVE	0.48	11.0	11.48	0	3	20	true	
4	ARRIVE	0.6	13.04	13.64	3	6	27	true	
5	ARRIVE	0.74	45.09	45.83	6	11	27	true	
6	ARRIVE	0.86	14.99	15.85	0	12	26	true	
7	ARRIVE	0.95	7.52	8.47	2	13	22	true	
8	ARRIVE	1.01	7.68	8.69	6	9	28	true	
9	ARRIVE	1.09	1.3	2.39	10	3	25	true	
10	ARRIVE	1.91	10.24	12.15	11	7	22	true	
11	ARRIVE	1.94	0.82	2.76	6	3	24	true	
12	ARRIVE	2.2	45.11	47.31	10	6	21	true	
13	ARRIVE	2.36	25.34	27.7	5	2	23	true	
9	DEPART	2.39	0.0	2.39	10	3	25	true	
14	ARRIVE	2.39	25.39	27.78	7	12	23	true	
15	ARRIVE	2.42	96.76	99.18	10	13	29	true	
0	DEPART	2.44	0.0	2.44	11	5	24	true	
11	DEPART	2.76	0.0	2.76	6	3	24	true	
1	DEPART	2.77	0.0	2.77	0	7	29	true	
16	ARRIVE	2.79	62.13	64.92	3	10	22	true	
17	ARRIVE	2.81	5.31	8.12	2	11	24	true	
18	ARRIVE	2.84	11.78	14.62	12	7	24	true	
19	ARRIVE	3.15	12.26	15.41	2	13	20	true	
20	ARRIVE	3.25	26.72	29.97	2	11	23	true	
21	ARRIVE	3.41	49.57	52.98	7	11	26	true	
22	ARRIVE	3.72	2.64	6.36	6	11	25	true	
23	ARRIVE	3.73	1.19	4.92	0	12	30	true	
24	ARRIVE	3.9	10.69	14.59	12	2	24	true	
25	ARRIVE	4.03	20.32	24.35	9	11	30	true	
26	ARRIVE	4.14	33.87	38.01	6	0	26	true	
27	ARRIVE	4.4	9.69	14.09	7	13	28	true	
28	ARRIVE	4.43	9.47	13.9	5	12	20	true	
29	ARRIVE	4.67	4.4	9.07	2	3	23	true	
30	ARRIVE	4.7	16.05	20.75	9	11	26	true	
31	ARRIVE	4.71	1.87	6.58	0	13	29	true	
32	ARRIVE	4.73	127.61	132.34	2	6	27	true	
23	DEPART	4.92	0.0	4.92	0	12	30	true	
33	ARRIVE	5.05	1.45	6.5	13	9	28	true	
34	ARRIVE	5.15	8.04	13.19	12	11	23	true	
35	ARRIVE	5.31	13.35	18.66	2	13	20	true	
36	ARRIVE	5.38	10.65	16.03	11	5	26	true	
37	ARRIVE	5.39	0.66	6.05	12	10	26	true	
38	ARRIVE	5.98	9.53	15.51	6	11	29	true	
37	DEPART	6.05	0.0	6.05	12	10	26	true	
22	DEPART	6.36	0.0	6.36	6	11	25	true	
33	DEPART	6.5	0.0	6.5	13	9	28	true	
31	DEPART	6.58	0.0	6.58	0	13	29	true	
39	ARRIVE	7.22	7.89	15.11	6	0	29	true	
40	ARRIVE	7.26	56.89	64.15	6	3	23	true	
41	ARRIVE	7.37	25.92	33.29	10	3	21	true	
42	ARRIVE	7.42	3.72	11.14	2	10	27	true	
43	ARRIVE	7.49	69.3	76.79	11	5	23	true	
44	ARRIVE	7.75	4.63	12.38	7	6	26	true	
45	ARRIVE	7.92	56.71	64.63	11	12	20	true	
46	ARRIVE	8.1	31.4	39.5	11	5	25	true	
17	DEPART	8.12	0.0	8.12	2	11	24	true	
47	ARRIVE	8.17	33.82	41.99	0	9	27	true	
48	ARRIVE	8.19	18.28	26.47	2	5	24	true	
49	ARRIVE	8.21	27.94	36.15	9	3	23	true	
50	ARRIVE	8.22	139.78	148.0	5	12	29	true	
51	ARRIVE	8.31	12.98	21.29	0	9	24	true	
52	ARRIVE	8.34	30.26	38.6	3	13	29	true	
7	DEPART	8.47	0.0	8.47	2	13	22	true	
53	ARRIVE	8.52	1.98	10.5	10	0	30	true	
8	DEPART	8.69	0.0	8.69	6	9	28	true	
54	ARRIVE	8.9	10.44	19.34	7	0	25	true	
55	ARRIVE	9.0	32.81	41.81	12	3	20	true	
29	DEPART	9.07	0.0	9.07	2	3	23	true	
56	ARRIVE	9.13	13.39	22.52	3	11	21	true	
57	ARRIVE	9.29	57.92	67.21	5	7	21	true	
58	ARRIVE	9.41	8.9	18.31	12	5	20	true	
59	ARRIVE	9.5	45.35	54.85	11	2	20	true	
60	ARRIVE	9.65	28.34	37.99	12	2	25	true	
61	ARRIVE	9.8	26.42	36.22	7	0	28	true	
62	ARRIVE	10.38	47.56	57.94	6	12	21	true	
53	DEPART	10.5	0.0	10.5	10	0	30	true	
63	ARRIVE	10.52	3.33	13.85	7	11	24	true	
64	ARRIVE	10.53	44.5	55.03	2	10	27	true	
65	ARRIVE	10.7	12.54	23.24	7	3	22	true	
66	ARRIVE	10.86	2.09	12.95	0	3	28	true	
67	ARRIVE	11.0	0.37	11.37	3	11	30	true	
42	DEPART	11.14	0.0	11.14	2	10	27	true	
68	ARRIVE	11.32	16.91	28.23	10	7	27	true	
67	DEPART	11.37	0.0	11.37	3	11	30	true	
3	DEPART	11.48	0.0	11.48	0	3	20	true	
69	ARRIVE	11.52	10.12	21.64	3	12	21	true	
70	ARRIVE	11.56	28.45	40.01	11	2	22	true	
71	ARRIVE	11.6	9.69	21.29	0	6	22	true	
72	ARRIVE	11.67	17.69	29.36	0	12	29	true	
73	ARRIVE	11.79	17.27	29.06	12	6	22	true	
74	ARRIVE	11.84	3.45	15.29	11	13	23	true	
75	ARRIVE	11.88	5.62	17.5	2	9	24	true	
76	ARRIVE	11.99	4.41	16.4	6	12	22	true	
77	ARRIVE	12.0	23.7	35.7	7	13	27	true	
10	DEPART	12.15	0.0	12.15	11	7	22	true	
44	DEPART	12.38	0.0	12.38	7	6	26	true	
78	ARRIVE	12.49	0.83	13.32	12	5	27	true	
66	DEPART	12.95	0.0	12.95	0	3	28	true	
79	ARRIVE	12.98	21.14	34.12	6	3	24	true	
34	DEPART	13.19	0.0	13.19	12	11	23	true	
78	DEPART	13.32	0.0	13.32	12	5	27	true	
80	ARRIVE	13.51	3.49	17.0	11	13	28	true	
81	ARRIVE	13.6	11.77	25.37	11	2	29	true	
4	DEPART	13.64	0.0	13.64	3	6	27	true	
82	ARRIVE	13.76	21.19	34.95	5	6	26	true	
63	DEPART	13.85	0.0	13.85	7	11	24	true	
28	DEPART	13.9	0.0	13.9	5	12	20	true	
27	DEPART	14.09	0.0	14.09	7	13	28	true	
83	ARRIVE	14.12	16.37	30.49	10	7	28	true	
