21,22
21,15,22
21,12,22
21,17,22
21,17,15,22
21,17,12,22
21,15,12,22
21,17,23,22
21,12,17,22
21,15,17,22
21,20,15,22
21,12,15,22
21,17,15,12,22
21,12,17,23,22
21,15,17,23,22
21,20,15,17,22
21,15,12,17,22
21,12,13,17,22
21,12,15,17,22
21,12,11,15,22
21,17,12,15,22
21,20,14,15,22
21,12,17,15,22
21,20,15,12,22
21,15,17,12,22
21,15,11,12,22
21,17,13,12,22
21,17,13,9,12,22
21,12,13,17,23,22
21,15,12,17,23,22
21,20,15,17,23,22
21,12,15,17,23,22
21,20,15,12,17,22
21,15,12,13,17,22
21,12,9,13,17,22
21,20,14,15,17,22
21,12,11,15,17,22
21,15,11,12,17,22
21,17,13,12,15,22
21,20,18,14,15,22
21,12,13,17,15,22
21,17,12,11,15,22
21,17,15,11,12,22
21,20,15,11,12,22
21,15,17,13,12,22
21,20,14,15,12,22
21,20,15,17,12,22
21,15,17,13,9,12,22
21,12,11,15,17,23,22
21,20,14,15,17,23,22
21,12,9,13,17,23,22
21,15,12,13,17,23,22
21,20,15,12,17,23,22
21,15,11,12,17,23,22
21,20,15,11,12,17,22
21,15,12,9,13,17,22
21,20,15,12,13,17,22
21,15,11,12,13,17,22
21,20,18,14,15,17,22
21,20,14,15,12,17,22
21,17,13,12,11,15,22
21,20,14,10,11,15,22
21,20,18,10,11,15,22
21,17,13,9,12,15,22
21,20,18,10,14,15,22
21,12,11,10,14,15,22
21,12,9,13,17,15,22
21,12,9,8,11,15,22
21,15,11,8,9,12,22
21,20,14,15,11,12,22
21,15,14,10,11,12,22
21,20,14,10,11,12,22
21,20,18,10,11,12,22
21,20,15,17,13,12,22
21,20,18,14,15,12,22
21,20,14,15,17,12,22
21,15,11,8,7,9,12,22
21,20,18,14,15,17,23,22
21,15,11,12,13,17,23,22
21,20,15,12,13,17,23,22
21,15,12,9,13,17,23,22
21,20,15,11,12,17,23,22
21,20,14,15,12,17,23,22
21,20,18,10,11,12,17,22
21,20,14,10,11,12,17,22
21,15,14,10,11,12,17,22
21,20,14,15,11,12,17,22
21,15,11,8,9,12,17,22
21,12,11,8,9,13,17,22
21,20,15,11,12,13,17,22
21,20,14,15,12,13,17,22
21,15,11,8,9,13,17,22
21,15,11,12,9,13,17,22
21,20,15,12,9,13,17,22
21,12,9,8,11,15,17,22
21,12,11,10,14,15,17,22
21,20,18,10,14,15,17,22
21,20,18,10,11,15,17,22
21,20,14,10,11,15,17,22
21,20,18,14,15,12,17,22
21,17,13,9,12,11,15,22
21,20,18,14,10,11,15,22
21,20,14,18,10,11,15,22
21,12,9,8,10,11,15,22
21,12,13,9,8,11,15,22
21,17,13,9,8,11,15,22
21,17,12,9,8,11,15,22
21,20,18,10,8,11,15,22
21,20,14,10,8,11,15,22
21,20,18,10,11,12,15,22
21,20,14,10,11,12,15,22
21,12,9,8,10,14,15,22
21,12,11,10,18,14,15,22
21,12,11,8,10,14,15,22
21,17,12,11,10,14,15,22
21,12,11,10,18,20,15,22
21,12,11,10,14,20,15,22
21,12,9,7,8,11,15,22
21,20,15,17,13,9,12,22
21,20,18,10,8,9,12,22
21,20,14,10,8,9,12,22
21,15,14,10,8,9,12,22
21,15,11,10,8,9,12,22
21,17,15,11,8,9,12,22
21,20,15,11,8,9,12,22
21,20,18,14,15,11,12,22
21,17,15,14,10,11,12,22
21,15,20,14,10,11,12,22
21,20,18,14,10,11,12,22
21,20,15,14,10,11,12,22
21,15,20,18,10,11,12,22
21,20,14,18,10,11,12,22
21,15,14,18,10,11,12,22
21,17,13,9,8,11,12,22
21,20,18,10,8,11,12,22
21,20,14,10,8,11,12,22
21,15,14,10,8,11,12,22
21,20,14,15,17,13,12,22
21,15,11,8,9,13,12,22
21,20,18,10,14,15,12,22
21,20,18,10,11,15,12,22
21,20,14,10,11,15,12,22
21,20,18,14,15,17,12,22
