eventId,eventType,arriveTime,holdTime,endTime,src,dst,consumeKey,isShortPath
0	ARRIVE	0.08	4.26	4.34	1	20	21	true	
1	ARRIVE	0.35	49.57	49.92	0	22	28	true	
2	ARRIVE	0.46	18.33	18.79	0	14	23	true	
3	ARRIVE	0.65	4.77	5.42	22	23	27	true	
4	ARRIVE	0.7	58.11	58.81	9	10	21	true	
5	ARRIVE	1.0	5.97	6.97	9	20	20	true	
6	ARRIVE	1.08	3.52	4.6	23	18	27	true	
7	ARRIVE	1.12	0.39	1.51	0	18	21	true	
8	ARRIVE	1.27	35.75	37.02	14	4	23	true	
9	ARRIVE	1.31	12.59	13.9	12	5	23	true	
10	ARRIVE	1.37	48.8	50.17	9	14	21	true	
11	ARRIVE	1.47	69.75	71.22	7	22	20	true	
7	DEPART	1.51	0.0	1.51	0	18	21	true	
12	ARRIVE	1.51	16.75	18.26	16	5	25	true	
13	ARRIVE	1.65	23.66	25.31	1	3	21	true	
14	ARRIVE	1.7	4.52	6.22	16	1	26	true	
15	ARRIVE	1.94	14.7	16.64	16	5	26	true	
16	ARRIVE	2.12	68.91	71.03	0	22	25	true	
17	ARRIVE	2.24	14.72	16.96	0	5	27	true	
18	ARRIVE	2.29	7.45	9.74	20	3	24	true	
19	ARRIVE	2.38	34.48	36.86	9	5	25	true	
20	ARRIVE	2.44	196.42	198.86	18	7	22	true	
21	ARRIVE	2.5	112.62	115.12	2	20	24	true	
22	ARRIVE	2.53	43.15	45.68	7	10	30	true	
23	ARRIVE	2.55	17.8	20.35	7	2	25	true	
24	ARRIVE	2.84	49.49	52.33	20	16	28	true	
25	ARRIVE	2.99	38.32	41.31	0	5	28	true	
26	ARRIVE	3.03	47.49	50.52	1	20	24	true	
27	ARRIVE	3.39	23.17	26.56	2	14	21	true	
28	ARRIVE	3.59	26.58	30.17	1	16	21	true	
29	ARRIVE	3.65	48.73	52.38	4	3	28	true	
30	ARRIVE	3.7	48.78	52.48	3	8	28	true	
31	ARRIVE	3.71	25.25	28.96	16	15	26	true	
32	ARRIVE	3.85	8.77	12.62	5	14	28	true	
33	ARRIVE	3.93	6.87	10.8	9	14	20	true	
34	ARRIVE	4.04	41.36	45.4	5	22	25	true	
35	ARRIVE	4.14	38.81	42.95	4	23	24	true	
0	DEPART	4.34	0.0	4.34	1	20	21	true	
36	ARRIVE	4.59	2.33	6.92	12	18	27	true	
6	DEPART	4.6	0.0	4.6	23	18	27	true	
37	ARRIVE	4.72	121.2	125.92	9	1	20	true	
38	ARRIVE	4.78	74.55	79.33	8	9	26	true	
